name,link,time_prepare,time_wait,rating,rating_count,tags,servings,ingredients,equipment,steps,image
Truffelrisotto met gekarameliseerde knolselderij en boerenkool,https://www.ah.nl/allerhande/recept/R-R1199527/truffelrisotto-met-gekarameliseerde-knolselderij-en-boerenkool,35 min. bereiden,30 min. oventijd,4.5,3,"['zonder vlees/vis', 'budget', 'rijst', 'hoofdgerecht', 'kerst', 'koken', 'kerstdiner']",4 personen,"[('600 g', 'knolselderij'), ('3 el', 'milde olijfolie'), ('150 g', 'verse boerenkool'), ('1 l', 'water'), ('1', 'bospaddenstoelenbouillontablet'), ('2', 'sjalotten'), ('2 tenen', 'knoflook'), ('300 g', 'risottorijst met truffel'), ('125 ml', 'droge witte wijn'), ('100 g', 'Parmezaanse kaas'), ('30 g', 'ongezouten roomboter'), ('1 bakje', 'gold glitter dust')]",['bakpapier'],"['Verwarm de oven voor op 200 °C. Schil de knolselderij en snijd in blokjes van 1 cm. Verdeel over een met bakpapier beklede bakplaat, besprenkel met ⅓ van de olie en peper en rooster ca. 30 min. in de oven. Verdeel na 10 min. de boerenkool over de andere bakplaat. Besprenkel met ⅓ van de olie, peper en eventueel zout en rooster de laatste 20 min. onder de knolselderij mee in de oven. Schep alles halverwege om. Kook het water met het bouillonblokje, houd warm op laag vuur.', 'Snipper ondertussen de sjalotten en snijd de knoflook fijn. Verhit de rest van de olie in een pan met dikke bodem en fruit de sjalot en knoflook 5 min. op laag vuur. Voeg de risottorijst toe en fruit al roerend 3 min. mee tot de korrels glazig zijn.', 'Voeg de wijn toe en roer tot deze is opgenomen. Voeg een soeplepel hete bouillon toe aan de rijst en roer tot het is opgenomen. Herhaal dit tot de rijst gaar is. Dit duurt 20 min. Het mengsel hoort dik vloeibaar te zijn. Rasp de kaas.', 'Haal de risotto van het vuur en roer de knolselderij, boter en geraspte kaas erdoor. Breng op smaak met peper en eventueel zout. Verdeel over borden en verdeel daar de geroosterde boerenkool over- en omheen. Bestrooi de boerenkool met glitter dust.']",https://static.ah.nl/static/recepten/img_RAM_PRD183749_1224x900_JPG.jpg
Mini-prei Wellington met paddenstoelen,https://www.ah.nl/allerhande/recept/R-R1199526/mini-prei-wellington-met-paddenstoelen,40 min. bereiden,1 uur oventijd,4.0,3,"['veganistisch', 'oven', 'hoofdgerecht', 'kerst', 'kerstdiner']",4 personen,"[('2', 'grote prei'), ('3 el', 'milde olijfolie'), ('145 g', 'Philadelphia Plantaardige roomkaas'), ('50 ml', 'extra vierge olijfolie'), ('400 g', 'kastanjechampignons'), ('3 takjes', 'verse tijm'), ('2 tenen', 'knoflook'), ('2 tl', 'gedroogde dragon'), ('50 g', 'rookamandelen'), ('1', 'rol vers bladerdeeg')]","['ovenschaal (20 x 20 cm, ingevet)', 'staafmixer met hoge beker']","['Verwarm de oven voor op 200 °C. Snijd 20 cm van het witte deel van de preien. Halveer in de breedte: je hebt nu 4 stukken van 10 cm. (Het overgebleven groene deel gebruik je later.) Verwijder de buitenste bladeren en controleer op zand. Bestrijk de stukken prei met ⅓ van de milde olijfolie en bestrooi met peper. Leg in de ovenschaal en rooster ca. 30 min.', 'Was ondertussen het groene deel van de prei en snijd in halve ringen. Je hebt ca. 150 g nodig, de rest wordt niet gebruikt. Kook de gesneden prei 5 min. in een pan met een laagje water. Giet af, laat schrikken onder koud stromend water en dep droog. Meng ¾ van de prei met de plantaardige roomkaas en pureer met de staafmixer tot een gladde crème. Breng op smaak met peper en eventueel zout. Doe de rest van de prei met de extra vierge olijfolie in de hoge beker van de staafmixer en pureer tot een gladde olie. Schenk door een zeef.', 'Snijd de champignons fijn. Verhit ⅓ van de milde olie in een koekenpan en bak de champignons 6-8 min. met peper en eventueel zout op hoog vuur, zodat zoveel mogelijk van het vocht verdampt. Druk goed aan, zodat ze een mooi goudbruin korstje krijgen. Roer niet te veel en laat een beetje aanbakken. Ris ondertussen de blaadjes van de takjes tijm en snijd de knoflook fijn. Draai het vuur naar middelhoog en bak de knoflook, ⅔ van de tijm en dragon 3 min. mee. Verdeel over een bord en laat afkoelen. Hak de amandelen fijn en schep door de champignons.', 'Haal de prei uit de oven en laat 10 min. afkoelen. Verwijder zo nodig de buitenste taaie/uitgedroogde laag.', 'Leg het verse bladerdeeg met de lange kant naar je toe. Snijd 4 cm van 1 zijkant af. Snijd de grotere lap in 4 gelijke stukken van 15 x 13 cm. Besmeer de deegstukken met het paddenstoelenmengsel, maar laat 2 cm van de randen vrij. Leg de prei net onder het midden van het bladerdeeg en rol op. Druk de zijkanten dicht en naar binnen en pak de prei helemaal in.', 'Snijd de 4 cm lange reep in de lengte en breedte door, zodat je 4 langwerpige plakken hebt. Snijd ze elk in de lengte in 3 repen en maak een vlecht. Verdeel de vlechten over de pakketjes. Bestrijk de pakketjes met de rest van de olie. Bak de prei Wellington in 25-30 min. lichtbruin en gaar.', 'Haal de wellingtons uit de oven. Verdeel de preicrème over de borden en maak met de achterkant van een lepel een veeg in de saus. Leg daar de mini-wellingtons op. Besprenkel met de prei-olie en bestrooi met de rest van de tijmblaadjes.']",https://static.ah.nl/static/recepten/img_RAM_PRD183711_1224x900_JPG.jpg
Kalkoenfilet gevuld met ham en kaas ,https://www.ah.nl/allerhande/recept/R-R1199500/kalkoenfilet-gevuld-met-ham-en-kaas,15 min. bereiden,15 min. oventijd,5.0,1,"['glutenvrij', 'vooraf te maken', 'hoofdgerecht', 'kerst', 'bakken', 'kinderrecepten', 'kerstdiner']",4 personen,"[('12', 'AH Excellent aardappelkerststerren'), ('240 g', 'kalkoenfiletschnitzels'), ('2 plakken', 'achterham'), ('2 plakken', 'jong belegen kaas'), ('1 el', 'milde olijfolie')]",['bakpapier'],"['Verwarm de oven voor op 220 °C. Verdeel de aardappelsterren over een met bakpapier beklede bakplaat en bak 12-15 min. in de oven. Schep halverwege om.', 'Snijd ondertussen de kalkoenfilet vanaf de lange zijde in, maar niet helemaal door, zodat je hem kunt openvouwen als een boek. Leg een stuk bakpapier op de kalkoen en druk het vlees met de achterkant van een pan plat, tot een dikte van 1 cm. Beleg de helft van de kalkoen met de ham en kaas en klap dicht. Snijd de filet in gelijke stukken.', 'Verhit de olie in een koekenpan en bak de kalkoenfilets 6 min. Keer halverwege. Serveer met de aardappelsterren.']",https://static.ah.nl/static/recepten/img_RAM_PRD183694_1224x900_JPG.jpg
Tagliatelle met gegrilde koningsoesterzwam en zongedroogde-tomatensaus van London Loy,https://www.ah.nl/allerhande/recept/R-R1199488/tagliatelle-met-gegrilde-koningsoesterzwam-en-zongedroogde-tomatensaus-van-london-loy,15 min. bereiden,,5.0,1,"['vegetarisch', 'snel', 'vooraf te maken', 'budget', 'pasta', 'hoofdgerecht', 'kerst', 'koken', 'kerstdiner', 'vegetarische kerst', 'makkelijk kerstdiner']",4 personen,"[('295', 'semi-zongedroogde tomaten'), ('140 g', 'koningsoesterzwammen'), ('1', 'tomaat'), ('5 g', 'verse peterselie'), ('1 flesje', 'gold glitterspray'), ('250 g', 'verse tagliatelle')]","['grillpan', 'staafmixer met hakmolen']","['Giet de zongedroogde tomaten af, bewaar 4 el olie (per 4 personen), de rest gebruik je niet. Halveer de koningsoesterzwammen in de lengte. Snijd ze aan de platte kant kruislings in, zodat je een ruitjespatroon krijgt. Schep om met ¼ van de tomatenolie, peper en eventueel zout. Verhit de grillpan op hoog vuur zonder olie of boter en gril de koningsoesterzwam 5 min. Keer halverwege.', 'Breng ondertussen een pan ruim water aan de kook. Snijd de tomaat in blokjes, doe met de zongedroogde tomaten in het hakmolentje van de staafmixer en maal tot een fijne saus. Spuit de peterselieblaadjes goud met de glitterspray.', 'Kook de tagliatelle volgens de aanwijzingen op de verpakking. Giet af en schep om met de helft van de bewaarde olie.', 'Verwarm ondertussen de rest van de olie in een koekenpan op middelhoog vuur. Verwarm de tomatensaus 3-4 min. Roer af en toe. Breng op smaak met peper en eventueel zout.', 'Schep de tomatensaus in het midden van de borden en maak met de achterkant van een lepel een mooi rondje. Verdeel de tagliatelle in nestjes over de borden en leg op elk nestje 2 stukjes koningsoesterzwam, met het ruitpatroon naar boven. Garneer met de gouden peterselieblaadjes.']",https://static.ah.nl/static/recepten/img_RAM_PRD183743_1224x900_JPG.jpg
Gevulde hele kip met truffel van London Loy,https://www.ah.nl/allerhande/recept/R-R1199487/gevulde-hele-kip-met-truffel-van-london-loy,15 min. bereiden,1 uur 15 min. oventijd,4.0,1,"['oven', 'hoofdgerecht', 'kerst', 'kerstdiner']",4 personen,"[('80 g', 'pancetta'), ('4 sneetjes', 'wit casinobrood'), ('4 tenen', 'knoflook'), ('3 el', 'paddenstoelen-truffeltapenade'), ('100 g', 'geklaarde boter'), ('2 tl', 'gold glitter dust'), ('1', 'hele kip')]","['bakkwast', 'bakpapier']","['Snijd de pancetta in stukjes van 1 cm. Snijd het brood in blokjes van een ½ cm. Verwarm een koekenpan zonder olie of boter op middelhoog vuur en bak de pancetta in 1-2 min. lichtbruin en knapperig. Schep uit de pan op een bord met keukenpapier, laat het vet in de pan.', 'Voeg de blokjes brood en tenen knoflook toe aan de pan en bak 3 min. op middelhoog vuur. Schep af en toe om. Voeg de helft van de tapenade en de gebakken pancetta toe en schep goed om. Breng op smaak met peper en eventueel zout.', 'Verwarm de oven voor op 175 °C. Smelt de helft van de geklaarde boter in een kleine steelpan. Haal van het vuur en roer de goudpoeder erdoor. Meng de rest van de boter met de rest van de tapenade, peper en eventueel zout. Smeer de kip, tussen de huid en het vlees, in met de truffelboter. Vul de holte van de kip met het broodmengsel. Bestrijk de buitenkant van de kip met de bakkwast rondom met ¼ van de gouden boter.', 'Meng het vrijgekomen bakvocht met de rest van de gouden boter en bestrijk de kip er rondom mee.', 'Leg de kip met de borst naar beneden op een met bakpapier beklede bakplaat en rooster in de oven. Smeer de bovenkant van de kip na ca. 30 min. in met ¼ van de gouden boter en rooster nog ca. 30 min. Draai de kip om, smeer in met ¼ van de gouden boter en rooster nog ca. 15 min.  De kip is gaar als je tussen de poot en het lijf prikt en er helder vocht uit komt. Haal de kip uit de oven en laat 10 min. rusten onder een stuk aluminiumfolie.', 'Meng het vrijgekomen bakvocht met de rest van de gouden boter en bestrijk de kip er rondom mee.']",https://static.ah.nl/static/recepten/img_RAM_PRD183680_1224x900_JPG.jpg
"Gnocchi met truffelroomsaus, aspergetips en Italiaanse braadworst van Hugo Kennis",https://www.ah.nl/allerhande/recept/R-R1199483/gnocchi-met-truffelroomsaus-aspergetips-en-italiaanse-braadworst-van-hugo-kennis,15 min. bereiden,,5.0,1,"['snel', 'pasta', 'hoofdgerecht', 'kerst', 'bakken', 'kerstdiner', 'makkelijk kerstdiner']",4 personen,"[('300 g', 'gnocchi'), ('2 el', 'milde olijfolie'), ('6', 'Italiaanss braadworstjes'), ('125 ml', 'kookroom'), ('2 tl', 'olijfolie met truffelaroma'), ('100 g', 'aspergetips'), ('1', 'silver glitter spray')]",['grillpan'],"['Kook de gnocchi 2 min. Giet af en laat goed uitlekken. Verhit de helft van de olie in een hapjespan en bak de gnocchi op middelhoog vuur in 10 min. goudgeel en krokant.', 'Snijd ondertussen de rauwe worst in plakjes van 2 cm. Verhit de rest van de olie in een koekenpan en bak de worst in 3-4 min. op middelhoog vuur rondom gaar. Haal de worst uit de pan, laat het bakvet zitten. Schenk de room in de pan, breng aan de kook en laat op laag vuur 2 min. koken. Voeg de truffelolie toe, meng erdoor en zet het vuur uit.', 'Verhit ondertussen de grillpan en gril de aspergetips 2-3 min. op hoog vuur.', 'Leg de kookring in het midden van het bord. Schep ¼ van de gnocchi en ¼ van de worst erin en druk een beetje aan. Verwijder de ring en verdeel ¼ van de aspergetips erover. Maak zo ook de andere borden op. Besprenkel rondom met de truffelroomsaus en bespuit met de silverspray.']",https://static.ah.nl/static/recepten/img_RAM_PRD183684_1224x900_JPG.jpg
"Eendenborst met champagne-pepersaus, aardappelpuree en sugarsnaps van Hugo Kennis",https://www.ah.nl/allerhande/recept/R-R1199482/eendenborst-met-champagne-pepersaus-aardappelpuree-en-sugarsnaps-van-hugo-kennis,15 min. bereiden,,4.5,18,"['snel', 'vooraf te maken', 'hoofdgerecht', 'bakken']",4 personen,"[('1', 'sjalot'), ('2 tl', 'zwarte-peperkorrels'), ('50 g', 'ongezouten roomboter'), ('1 el', 'kristalsuiker'), ('150 ml', 'champagne'), ('2 el', 'wittebalsamicoazijn'), ('½', 'kippenbouillonblokje'), ('125 ml', 'kookroom'), ('4', 'eendenborstfilets'), ('½ tl', 'zout'), ('500 g', 'sugarsnaps'), ('450 g', 'koelverse aardappelpuree'), ('4', 'gedroogde sinaasappelschijfjes')]",['vijzel'],"['Snipper de sjalot. Stamp de peperkorrels grof in de vijzel of plet ze met het handvat van een mes. Smelt de boter in een koekenpan op middelhoog vuur en bak de sjalot in 5 min. glazig.  Voeg de suiker toe en bak nog 2 min. Schenk de champagne en balsamicoazijn erbij en kook 1 min. tot de alcohol verdampt is. Verkruimel het halve bouillonblokje erboven. Voeg de peperkorrels en kookroom toe en laat op middelhoog vuur zachtjes tot de helft inkoken. Dit duurt 7-10 min. Breng eventueel op smaak met zout.', 'Snijd ondertussen het vet weg dat aan de zijkanten van de eendenborstfilets uitsteekt. Snijd een ruitpatroon in het vet van de filets, zonder dat je het vlees eronder raakt. Bestrooi rondom met peper en het zout. Verhit een grote koekenpan zonder olie of boter en bak de eendenborstfilets op de vetkant 4-5 min. op middelhoog vuur. Het vet smelt een beetje en wordt overal bruin en krokant. Keer om, zet het vuur middelhoog en bak het vlees 5 min. Keer om en bak op de vetkant nog 2 min. Zo bakt het vet uit en wordt het nog krokanter. Haal uit de pan en laat 7 min. los afgedekt met aluminiumfolie rusten. Laat 2 el vet (per 4 personen) in de pan, schenk de rest eruit.', 'Verhit de koekenpan met de olie op hoog vuur en roerbak de sugarsnaps 3 min. Breng op smaak met peper en eventueel zout.', 'Verwarm ondertussen de aardappelpuree volgens de aanwijzingen op de verpakking.', 'Verdeel de puree over platte borden. Snijd de eendenborstfilets in plakjes van 1½ cm en verdeel met de knapperige kant naar boven over de puree. Schep de pepersaus erover en garneer met de sinaasappelschijfjes. Serveer de sugarsnaps erbij.']",https://static.ah.nl/static/recepten/img_RAM_PRD183669_1224x900_JPG.jpg
"Minirollade met truffelham, sperziebonen en pommes duchesse",https://www.ah.nl/allerhande/recept/R-R1199478/minirollade-met-truffelham-sperziebonen-en-pommes-duchesse,20 min. bereiden,30 min. oventijd,5.0,1,"['vooraf te maken', 'oven', 'hoofdgerecht', 'kerst', '5 ingrediënten', 'kerstdiner']",4 personen,"[('500 g', 'sperziebonen'), ('1 el', 'milde olijfolie'), ('300 g', 'diepvries pommes duchesse'), ('4', 'varkensschnitzels'), ('4 plakjes', 'prosciutto crudo truffel'), ('50 g', 'geklaarde boter')]","['bakpapier', 'bakplaat', 'tapasprikkers']","['Verwarm de oven voor op 220 °C. Snijd het harde stukje van de sperziebonen maar laat het sierlijke puntje zitten, schep om met de olie, peper en eventueel zout.  Leg de sperziebonen op een kant van een met bakpapier beklede bakplaat. Zorg ervoor dat de sperziebonen elkaar niet te veel overlappen. Verdeel de pommes duchesse over het andere deel van de bakplaat. Bak 25-30 min. in de oven.', 'Leg ondertussen een schnitzel op een snijplank en leg er een stukje vershoudfolie op. Sla met een zwaar voorwerp (zoals een koekenpan) op het vlees, totdat het een dikte heeft van ca. een ½ cm. Herhaal met de rest van de schnitzels.', 'Leg een plakje ham in de lengte neer, leg een platgeslagen schnitzel op de ham en bestrooi met peper en eventueel zout. Rol zo strak mogelijk op en prik vast met een tapasprikker. Maak zo ook de rest van de rolletjes.', 'Smelt de geklaarde boter in een koekenpan op middelhoog vuur en bak de rolletjes 4 min. op hoog vuur rondom.  En vervolgens 4 min. op middelhoog vuur tot gaar. Keer regelmatig om.', 'Verwijder de prikkers van de minirollades.  Verdeel de sperziebonen en pommes duchesse in 4 porties om en om in een kransvorm op een grote serveerschaal. Leg de rollades op de sperziebonen. Schep de gesmolten boter uit de pan over het vlees. Serveer direct.']",https://static.ah.nl/static/recepten/img_RAM_PRD183734_1224x900_JPG.jpg
Rijstbowl met in gember gemarineerde zalm (advertorial),https://www.ah.nl/allerhande/recept/R-R1199466/rijstbowl-met-in-gember-gemarineerde-zalm-advertorial,30 min. bereiden,,3.5,3,"['rijst', 'hoofdgerecht', 'grillen', 'advertorial']",4 personen,"[('20 g', 'Saitaku Poke ginger sticks'), ('½ el', 'sesamolie'), ('4 el', 'woksaus teriyaki'), ('310 g', 'verse zalmfilets'), ('375 g', 'Saitaku poke rice'), ('9 el', 'rijstazijn'), ('1½ el', 'kristalsuiker'), ('1', 'komkommer'), ('1', 'bosui'), ('150 g', 'peen julienne'), ('150 g', 'biologische rodekool'), ('4 el', 'water'), ('1 el', 'zonnebloemolie'), ('150 g', 'koelverse sojabonen')]",['grillpan'],"['Meng 3 el vocht van de gingersticks (per 4 personen) met de sesamolie en de woksaus. Breng op smaak met peper en eventueel zout. Leg de zalm erin en wentel door de marinade. Laat buiten de koelkast marineren tot gebruik.', 'Kook de poke rice volgens de aanwijzingen op de verpakking. Verdeel over een schaal en meng ⅓ van de rijstazijn en ⅓ van suiker erdoor. Laat afkoelen.', 'Halveer ondertussen de komkommer in de lengte, verwijder de zaadlijsten met een theelepel en snijd de komkommer in boogjes van een ½ cm. Snijd het bosuitje in dunne ringen. Meng de peen julienne met ⅓ van de rijstazijn en ⅓ van suiker, ‘masseer’ met schone handen, zodat het wat zachter wordt. Doe hetzelfde met de rodekool en de rest van de rijstazijn en suiker. Breng op smaak met peper en eventueel zout.', 'Haal de zalm uit de marinade. Breng de marinade met het water in een steelpan aan de kook en laat in ca. 5 min. op laag vuur inkoken tot een dikke saus. Breng op smaak met peper. Roer door.', 'Verhit ondertussen de grillpan zonder olie of boter op hoog vuur. Wrijf de zalm in met de zonnebloemolie en gril 6-8 min. Keer halverwege. Breek de zalm in grove stukken, schep op een bord en schenk de ingekookte marinade erover.', 'Zet alle groenten, gingersticks, rijst en zalm in aparte bakjes op tafel, zodat iedereen een eigen bowl kan samenstellen.']",https://static.ah.nl/static/recepten/img_RAM_PRD183728_1224x900_JPG.jpg
Bladerdeegtorentje met pancetta (advertorial),https://www.ah.nl/allerhande/recept/R-R1199464/bladerdeegtorentje-met-pancetta-advertorial,30 min. bereiden,20 min. oventijd,0.0,0,"['oven', 'hoofdgerecht', 'advertorial']",4 personen,"[('8 plakjes', 'diepvries bladerdeeg'), ('100 g', 'Parmigiano Reggiano'), ('1 el', 'tarwebloem'), ('80 g', 'pancetta'), ('1', 'citroen'), ('150 g', 'ricotta'), ('2', 'trostomaten'), ('250 g', 'Heinz tomato frito'), ('15 g', 'verse basilicum'), ('85 g', 'rucola')]","['deegroller', 'uitsteekvorm (Ø 9-10 cm)', 'bakpapier']","['Verwarm de oven voor op 200 °C. Laat het bladerdeeg ontdooien. Rasp de kaas. Leg de plakjes bladerdeeg op elkaar en rol op een met bloem bestoven werkblad uit tot een dunne plak van een ½ cm.', 'Steek met de portioneerring of het glas cirkels uit het deeg. Rol het deeg opnieuw uit en steek er weer cirkels uit tot je er 12 (per 4 personen) hebt.', 'Verdeel de deegcirkels over een met bakpapier beklede bakplaat. Bestrooi 4 met 40 g geraspte kaas. Bedek het bladerdeeg met een vel bakpapier en leg er iets zwaars op, zoals een tweede bakplaat, zodat het gewicht op het bladerdeeg drukt. Bak ca. 10 min. in de oven. Haal uit de oven, verwijder de bovenste bakplaat en keer het bladerdeeg om. Bak nog 5-10 min.', 'Verhit ondertussen een koekenpan zonder olie of boter en bak de pancetta in 6-7 min. op middelhoog vuur krokant. Laat uitlekken op keukenpapier.', 'Boen ondertussen de citroen schoon en rasp gele schil. Meng de ricotta met de rest van de kaas, 1 tl citroenrasp, peper en eventueel zout. Snijd de tomaten in 8 plakken.', 'Pluk de blaadjes van de takjes basilicum. Verwarm de tomato frito met ⅔ van de basilicumblaadjes 5 min. op middelhoog vuur. Breng op smaak met peper.', 'Schep op het midden van een bord 1 kleine lepel tomato frito. Leg hier 1 bladerdeegcirkel zonder kaas op en schep er 1 el tomato frito op. Maak verder laagjes van plakjes pancetta, 1 el ricotta, wat rucola en 1 plakje tomaat. Herhaal dit en dek af met de bladerdeegcirkel met kaas. Garneer met de rest van het basilicum en wat peper. Verdeel de rest van de rucola eromheen. Maak zo nog 3 torentjes.']",https://static.ah.nl/static/recepten/img_RAM_PRD183657_1224x900_JPG.jpg
Geroosterde knolselderijsteaks met miso glaze en zwarte rijst (advertorial),https://www.ah.nl/allerhande/recept/R-R1199463/geroosterde-knolselderijsteaks-met-miso-glaze-en-zwarte-rijst-advertorial,40 min. bereiden,1 uur 45 min. oventijd,0.0,0,"['lactosevrij', 'veganistisch', 'oven', 'hoofdgerecht', 'advertorial']",4 personen,"[('50 g', 'plantaardige margarine'), ('800 g', 'knolselderij'), ('1', 'limoen'), ('5 g', 'verse koriander'), ('10 g', 'verse gember'), ('2 el', 'sesamolie'), ('1', 'rode peper'), ('1', 'bosui'), ('200 g', 'zwarte rijst'), ('150 g', 'koelverse sojabonen'), ('3 el', 'misopasta'), ('8 el', 'ahornsiroop'), ('1 el', 'sojasaus'), ('750 ml', 'Wild Pig Sauvignon blanc')]",['staafmixer met hoge beker'],"['Verwarm de oven voor op 220 °C. Laat de plantaardige margarine op kamertemperatuur komen. Boen de knolselderij schoon en snijd de wortels er af. Prik de knol rondom 30 keer in met een vork. Smeer in met 25 g margarine (per 4 personen) en verpak in aluminiumfolie. Rooster ca. 1 uur en 30 min. in de oven.', 'Boen ondertussen de limoen schoon, rasp de groene schil  en pers de vrucht uit. Haal de korianderblaadjes van de stelen en snijd de stelen fijn. Doe de stelen met de gember, sesamolie en het limoensap in de hoge beker van de staafmixer en pureer tot een gladde dressing. Snijd de rode peper en het bosuitje in dunne ringen.', 'Kook de rijst volgens de aanwijzingen op de verpakking. Giet af en schep om met de dressing, het limoenrasp, de sojabonen, bosui en rode peper. Breng op smaak met peper en eventueel zout.', 'Smelt ondertussen de rest van de margarine in een kleine steelpan. Voeg de misopasta, ahornsiroop en sojasaus toe, roer door. Laat in 2-3 min. tot een glaze inkoken op laag vuur. Haal de knol uit de oven, verwijder de folie. Snijd aan weerszijden 1 cm van de bolle kant af, deze gebruik je niet. Snijd de knol in 4 plakken van 2 cm (per 4 personen). Smeer rondom in met ¾ van de glaze en rooster ca. 15 min. in de oven.', 'Verdeel de rijst en steaks over platte borden. Schep de rest van de glaze erover. Bestrooi met de korianderblaadjes. Serveer met een glas Wild Pig Sauvignon blanc.']",https://static.ah.nl/static/recepten/img_RAM_PRD183676_1224x900_JPG.jpg
Gevulde varkenshaas,https://www.ah.nl/allerhande/recept/R-R1199290/gevulde-varkenshaas,30 min. bereiden,20 min. oventijd,5.0,4,"['glutenvrij', 'oven', 'hoofdgerecht', 'kerst', 'kerstdiner']",4 personen,"[('450 g', 'varkenshaas'), ('1', 'sjalot'), ('½', 'semi-zongedroogde tomaten in pot'), ('5 g', 'verse salie'), ('25 g', 'Parmigiano Reggiano'), ('125 g', 'mozzarella'), ('4 el', 'milde olijfolie'), ('50 g', 'babyspinazie'), ('90 g', 'prosciutto crudo'), ('80 g', 'AH Biologisch groene pesto in pot')]","['vershoudfolie', 'keukentouw', 'ovenschaal (30 x 20 cm)']","['Verwarm de oven voor op 180 °C. Laat de varkenshaas op kamertemperatuur komen.  Snipper de sjalot en snijd de tomaatjes fijn. Pluk de blaadjes van de takjes salie en snijd fijn. Rasp de Parmezaanse kaas en mozzarella grof.', 'Verhit ¼ van de olie in een koekenpan en bak de sjalot en salie 3 min. op middelhoog vuur. Voeg de tomaatjes en spinazie toe en laat slinken. Roer alle kaas erdoor en laat staan tot gebruik.', 'Snijd het midden van de varkenshaasjes over de hele lengte tot ⅔ in. Vouw open en verpak losjes in vershoudfolie. Sla het vlees met de bodem van een koekenpan plat tot een ½ cm.', 'Leg 2 stukken vershoudfolie (per 4 personen) op het werkblad. Verdeel hier de plakjes prosciutto over, zodat je 2 rechthoeken krijgt die net iets groter zijn dan de varkenshaas. Leg de platgeslagen varkenshazen op de prosciutto. Bestrooi de varkenshaas met peper.', 'Besmeer het vlees met de pesto en verdeel de iets afgekoelde vulling erover. Laat aan de bovenkant 3 cm van de rand vrij, zodat je de vulling bij het oprollen er niet uit duwt.', 'Rol het vlees vanaf de lange kant zo strak mogelijk op met behulp van de vershoudfolie. Verwijder de folie, wikkel stukjes keukentouw om het vlees en knoop aan elkaar.', 'Verhit de rest van de olie in een grote koekenpan en bak het vlees op middelhoog vuur rondom aan. Verdeel over de ovenschaal en bak in ca. 20 min. rosé in de oven. Verwijder het touw en snijd in plakken.']",https://static.ah.nl/static/recepten/img_RAM_PRD183480_1224x900_JPG.jpg
Gebonden kippensoep,https://www.ah.nl/allerhande/recept/R-R1199254/gebonden-kippensoep,35 min. bereiden,1 uur 15 min. wachten,4.5,2,"['soep', 'hoofdgerecht', 'koken', 'maaltijdsoep']",4 personen,"[('3', 'preien'), ('2', 'middelgrote uien'), ('4 stengels', 'bleekselderij'), ('4 tenen', 'knoflook'), ('4 el', 'milde olijfolie'), ('2', 'kippenpoten'), ('2', 'laurierbladen'), ('1 tl', 'zwarte peperkorrel'), ('1 tl', 'venkelzaad'), ('3', 'kruidnagels'), ('40 g', 'verse platte peterselie'), ('2 l', 'water'), ('300 g', 'vastkokende aardappelen'), ('75 g', 'ongezouten roomboter'), ('40 g', 'tarwebloem'), ('125 ml', 'verse slagroom')]",[],"['Snijd de preien in de lengte doormidden en spoel onder de koude kraan. Snijd de helft van de grof, houd de rest van de prei apart. Snijd de uien, bleekselderij en knoflook grof.', 'Verwarm de olie in een soeppan op middelhoog vuur. Bak de kip samen met de gesneden groenten 8 min. aan. Breng op smaak met peper en eventueel zout.', 'Voeg de laurierblaadjes, peperkorrels, het venkelzaad, de kruidnagels en de peterselie toe en schenk het water erbij. Breng aan de kook en laat 1½ uur op laag vuur koken met de deksel half op de pan.', 'Snijd ondertussen de rest van de prei in dunne reepjes. Schil de aardappelen en snijd in blokjes van 1 cm. Verhit 30 g boter (per 4 personen) in een koekenpan op middelhoog vuur en bak de prei en aardappel 5 min. Voeg dan zoveel water toe, dat de aardappel en prei voor de helft onder staan en kook de groenten in 5 min. gaar. Breng op smaak met peper en eventueel zout en houd apart.', 'Haal de kippenpoten uit de bouillon en trek het kippenvlees met behulp van 2 vorken in reepjes. Zeef de groenten en smaakmakers uit de bouillon en gooi ze weg. Snijd de rest van de peterselie fijn.', 'Smelt de rest van de boter in een soeppan. Voeg de bloem toe en bak al roerend 3 min. Schenk er een klein scheutje bouillon bij en roer met een garde glad. Schenk dan, al roerend, langzaam de rest van de bouillon in de pan en voeg de room toe. Breng aan de kook.', 'Schep de hete soep in soepborden en verdeel de kip, aardappel en prei en peterselie erover.']",https://static.ah.nl/static/recepten/img_RAM_PRD184040_1224x900_JPG.jpg
